Gender,Grade,GRADENOPG,Entered,InternationalDomestic,Race,FinancialAid,DayBoarding,FreqHome,WindDown,NervousEnergy,OverReact,Relax,Intollerant,Touchy,Agitated,WindDownDASS,NervousEnergyDASS,OverReactDASS,RelaxDASS,IntollerantDASS,TouchyDASS,AgitatedDASS,DassTotal,StressLevel,Sports,SportsLevelFall,SportsWinterLevel,SportsLevelSpring,SportsHoursFall,SportsHoursWinter,SportsHoursSpring,SportsStress,SportsSchoolWork,ArtsBeyond,ArtsConcentration,FallProduction,WinterProduction,SpringMusical,ChamberChorus,FestivalChorus,Orchestra,ChamberOrchestra,JazzBand,WindEnsemble,AcapellaGroups,StudentDirectedScenes,FringeFestival,MusicLessons,ActivityHours,ActivityStress,ArtsPerformanceSchoolWork,ClubParticipation,ClubHours,ClubStress,CompetitiveClubParticipation,CompetitiveClubHours,CompetitiveClubStress,CompetitiveClubSchoolWork,StudentLeaderParticipation,StudentLeaderHours,StudentLeaderStress,FallClasses,WinterClasses,SpringClasses,FallAP,WinterAP,SpringAP,WinterGPA,GradeSatisfaction,ActivityTimeHW,GradedFair ,HWHours,SATCram,SATTutoring,SATStudyGuides,SATPracticeTests,SATNothing,BetterAssignments,ProtectedWeek,PressureGeneral,PressureExpectations,WorryFriends,FamilyComplications,FriendsComplications ,RomanticComplications,AmountSleep,MealsPerDay,DHLunch,DHDinner,NoLunchBlock,NoLunchHomework,NoLunchSports,NoLunchArtscommitment,NoLunchClubMeetings,NoLunchTeachers,NoLunchNA
Female,Sophomore,Sophomore,Freshman,Domestic,White,Yes,Boarding,once a week,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,3 ALMOST ALWAYS,2 OFTEN,0 NEVER,3 ALMOST ALWAYS,3,1,1,3,2,0,3,13,Severe,Yes,JV/Thirds,Varsity,Junior Varsity,12-16 hours,more than 16 hours,12-16 hours,often,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Six,Five,Five,1,1,1,Under 3.0,Neutral,4 hours,neutral,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,Sad,much more stress,some pressure,some pressure,once a week,neutral,very difficult,very easy,6 to 8 hours,2 meals,Yes,No,,Homework,Sports,,,,
Male,Freshman,Freshman,Freshman,Domestic,Other,No,Boarding,once a term,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,1,2,1,1,0,0,1,6,Normal,Yes,JV/Thirds,Junior Varsity,Junior Varsity,8-12 hours,8-12 hours,12-16 hours,none,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,0,0,0,3.0-3.3,Neutral,3 hours,neutral,2/4/2013,,,,,nothing,indifferent,more stress,extreme pressure,some pressure,once a week,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Sophomore,Sophomore,Freshman,Domestic,Other,Yes,Day,,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2 OFTEN,0 NEVER,2 OFTEN,2 OFTEN,1,1,2,2,0,2,2,10,Moderate,Yes,JV/Thirds,Not Applicable,Junior Varsity,12-16 hours,Not Applicable,12-16 hours,consistently,often,No,,,,,,,,,,,,,,,,,,No,,,Yes,4-8 hours,never,rarely,No,,,Five,Six,Five,2,2,2,3.5-3.7,Happy,2 hours,fair,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,more stress,extreme pressure,some pressure,almost never,neutral,very easy,difficult,6 to 8 hours,3 meals,Yes,No,No Lunch Block,Homework,,,Club meetings,,
Male,Sophomore,Sophomore,Freshman,Domestic,Asian,Yes,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,JV/Thirds,Not Applicable,Not Applicable,8-12 hours,Not Applicable,Not Applicable,rarely,sometimes,Yes,,,winter production,spring musical,,festival chorus,,,,,Acapella groups,,,music lessons,more than 16 hours,rarely,often,Yes,less than 4 hours,none,No,,,,No,,,Five,Six,Five,4,4,4,3.5-3.7,Unhappy,3 hours,unfair,2/4/2013,,,,,nothing,motivated to do better,more stress,extreme pressure,some pressure,once a week,difficult,easy,easy,4 to 6 hours,2 meals,Yes,Yes,,Homework,,Arts commitment,,,
Male,Sophomore,Sophomore,Sophomore,International,Other,Yes,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,0 NEVER,1 SOMETIMES,2 OFTEN,1,1,1,2,0,1,2,8,Mild,Yes,JV/Thirds,Junior Varsity,Junior Varsity,4-8 hours,8-12 hours,8-12 hours,rarely,often,Yes,,,winter production,,,,,,,,,Student directed scenes,fringe festival,,8-12 hours,rarely,sometimes,Yes,4-8 hours,none,No,,,,Yes,Not Applicable,Not Applicable,Five,Six,Six,1,1,1,3.0-3.3,Extremely Unhappy,2 hours,unfair,4/6/2013,,,,,nothing,Sad,about the same,some pressure,extreme pressure,almost never,neutral,neutral,difficult,6 to 8 hours,2 meals,Yes,Yes,No Lunch Block,,,,,,
Male,Sophomore,Sophomore,Freshman,Domestic,Other,Yes,Boarding,once a term,1 SOMETIMES,2 OFTEN,2 OFTEN,2 OFTEN,0 NEVER,2 OFTEN,2 OFTEN,1,2,2,2,0,2,2,11,Moderate,Yes,JV/Thirds,Varsity,Intramural,8-12 hours,more than 16 hours,4-8 hours,often,always,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,none,No,,,,Yes,4-8 hours,rarely,Five,Five,Six,1,1,1,3.3-3.5,Neutral,3 hours,unfair,4/6/2013,,,,regular practice tests,,Sad,much more stress,extreme pressure,extreme pressure,a few times a week,neutral,neutral,easy,4 to 6 hours,0 meals (just snacks),No,No,,Homework,Sports,,Club meetings,Meetings with teachers,
Male,Junior,Junior,Freshman,Domestic,White,Yes,Day,,3 ALMOST ALWAYS,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,3,3,1,2,2,2,3,16,Severe,Yes,JV/Thirds,Intramural,Intramural,12-16 hours,8-12 hours,4-8 hours,none,sometimes,Yes,,,,,,,,,,wind ensemble,,,,,8-12 hours,never,never,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Six,0,0,2,3.0-3.3,Extremely Unhappy,2 hours,neutral,2/4/2013,,,,,nothing,Sad,much more stress,some pressure,extreme pressure,a few times a week,easy,easy,neutral,6 to 8 hours,2 meals,No,No,,Homework,,,,,
Male,Freshman,Freshman,Freshman,Domestic,Other,No,Boarding,once a term,1 SOMETIMES,0 NEVER,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1,0,2,1,2,1,1,8,Mild,Yes,JV/Thirds,Varsity,Junior Varsity,8-12 hours,8-12 hours,12-16 hours,rarely,sometimes,Yes,,,,,,,orchestra,,,,,,,,less than 4 hours,never,never,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,1,1,1,3.5-3.7,Happy,2 hours,fair,2/4/2013,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,happy for others,about the same,some pressure,extreme pressure,almost never,very easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,Homework,Sports,Arts commitment,,,
Male,Freshman,Freshman,Freshman,Domestic,Black or African American,Yes,Boarding,once a month,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0,0,1,0,1,1,1,4,Normal,Yes,JV/Thirds,Thirds,Varsity,4-8 hours,less than 4 hours,12-16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,8-12 hours,none,No,,,,No,,,Five,Five,Five,0,0,0,3.0-3.3,Neutral,2 hours,unfair,2/4/2013,,,,,nothing,indifferent,about the same,some pressure,extreme pressure,once a week,easy,easy,difficult,4 to 6 hours,3 meals,Yes,Yes,,,Sports,,,,
Male,Freshman,Freshman,Freshman,Domestic,Asian,Yes,Day,,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,0,1,1,1,1,6,Normal,Yes,JV/Thirds,Junior Varsity,Thirds,8-12 hours,8-12 hours,8-12 hours,none,sometimes,Yes,,,,,,,,chamber orchestra,,,,,,,8-12 hours,rarely,sometimes,Yes,less than 4 hours,none,Yes,less than 4 hours,never,never,Yes,less than 4 hours,rarely,Six,Six,Six,0,0,0,3.7-4.0,Extremely Unhappy,less than 1 hour,extremely unfair,4/6/2013,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,nothing,Sad,much more stress,extreme pressure,extreme pressure,A few times a day,very easy,very difficult,very difficult,more than 10 hours,0 meals (just snacks),Yes,Yes,,Homework,,Arts commitment,,,Not Applicable
Male,Freshman,Freshman,Freshman,Domestic,White,No,Boarding,once a week,1 SOMETIMES,1 SOMETIMES,0 NEVER,2 OFTEN,0 NEVER,1 SOMETIMES,1 SOMETIMES,1,1,0,2,0,1,1,6,Normal,Yes,JV/Thirds,Junior Varsity,Thirds,Not Applicable,12-16 hours,8-12 hours,rarely,never,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,0,0,0,3.0-3.3,Extremely Unhappy,2 hours,fair,2/4/2013,,,,,nothing,indifferent,more stress,some pressure,extreme pressure,almost never,very easy,very easy,neutral,8 to 10 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Junior,Junior,Freshman,Domestic,White,Yes,Day,,2 OFTEN,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,2,2,2,3,2,2,3,16,Severe,Yes,JV/Thirds,Intramural,Intramural,8-12 hours,4-8 hours,4-8 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Six,Six,Five,2,2,2,3.3-3.5,Unhappy,3 hours,neutral,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,more stress,some pressure,extreme pressure,a few times a week,easy,easy,difficult,6 to 8 hours,3 meals,Yes,No,,Homework,,,Club meetings,Meetings with teachers,
Female,Sophomore,Sophomore,Sophomore,Domestic,White,No,Boarding,once a term,0 NEVER,2 OFTEN,0 NEVER,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,0,2,0,2,2,1,1,8,Mild,Yes,JV/Thirds,Not Applicable,Junior Varsity,8-12 hours,Not Applicable,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,0,0,0,3.5-3.7,Neutral,2 hours,neutral,4/6/2013,,,,,nothing,motivated to do better,much more stress,extreme pressure,extreme pressure,once a day,very easy,neutral,easy,6 to 8 hours,3 meals,Yes,Yes,,Homework,Sports,,,,
Female,Sophomore,Sophomore,Freshman,Domestic,White,Yes,Day,,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,2,1,1,2,2,1,2,11,Moderate,Yes,JV/Thirds,Varsity,Varsity,12-16 hours,12-16 hours,more than 16 hours,rarely,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Six,Six,Five,1,1,1,3.3-3.5,Neutral,2 hours,neutral,2/4/2013,,,,,nothing,indifferent,about the same,extreme pressure,extreme pressure,a few times a week,neutral,very easy,difficult,8 to 10 hours,3 meals,No,No,,Homework,Sports,,,,
Male,Freshman,Freshman,Freshman,Domestic,Black or African American,Yes,Boarding,once a month,2 OFTEN,0 NEVER,0 NEVER,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,2,0,0,1,1,0,0,4,Normal,Yes,JV/Thirds,Thirds,Varsity,8-12 hours,4-8 hours,12-16 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,0,0,0,3.5-3.7,Happy,4 hours,fair,4/6/2013,,,,,nothing,motivated to do better,about the same,some pressure,extreme pressure,almost never,easy,very easy,neutral,6 to 8 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a month,1 SOMETIMES,2 OFTEN,2 OFTEN,2 OFTEN,1 SOMETIMES,3 ALMOST ALWAYS,2 OFTEN,1,2,2,2,1,3,2,13,Severe,Yes,JV/Thirds,Junior Varsity,Junior Varsity,12-16 hours,8-12 hours,8-12 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,Yes,less than 4 hours,rarely,Six,Five,Five,1,1,1,3.3-3.5,Unhappy,5 hours,neutral,4/6/2013,,,,,nothing,motivated to do better,much more stress,some pressure,extreme pressure,once a week,easy,neutral,very difficult,6 to 8 hours,4 meals,Yes,Yes,,,,,,,Not Applicable
Female,Sophomore,Sophomore,Sophomore,Domestic,Other,Yes,Day,,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2,2,1,2,1,1,1,10,Moderate,Yes,JV/Thirds,Intramural,Varsity,12-16 hours,8-12 hours,more than 16 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,2,2,2,3.0-3.3,Extremely Unhappy,3 hours,unfair,4/6/2013,cram the night before,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,much more stress,some pressure,extreme pressure,a few times a week,neutral,easy,difficult,6 to 8 hours,4 meals,Yes,Yes,,,,,,,Not Applicable
Female,Freshman,Freshman,Freshman,Domestic,White,No,Boarding,once a term,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,2 OFTEN,2,2,1,1,0,0,2,8,Mild,Yes,JV/Thirds,Thirds,Intramural,8-12 hours,8-12 hours,4-8 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,0,0,0,3.5-3.7,Unhappy,2 hours,unfair,4/6/2013,,,,,nothing,Sad,about the same,extreme pressure,extreme pressure,A few times a day,neutral,neutral,difficult,6 to 8 hours,3 meals,Yes,Yes,,Homework,Sports,,Club meetings,,
Male,Sophomore,Sophomore,Freshman,Domestic,Other,Yes,Day,,1 SOMETIMES,1 SOMETIMES,3 ALMOST ALWAYS,2 OFTEN,2 OFTEN,1 SOMETIMES,3 ALMOST ALWAYS,1,1,3,2,2,1,3,13,Severe,Yes,JV/Thirds,Varsity,Thirds,8-12 hours,12-16 hours,8-12 hours,consistently,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,Yes,less than 4 hours,rarely,rarely,No,,,Six,Five,Six,4,4,5,3.7-4.0,Neutral,4 hours,unfair,6 or more,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,about the same,some pressure,extreme pressure,A few times a day,neutral,neutral,neutral,6 to 8 hours,4 meals,No,Yes,No Lunch Block,Homework,Sports,,,,
Female,Sophomore,Sophomore,Freshman,Domestic,White,Yes,Boarding,once a term,2 OFTEN,2 OFTEN,1 SOMETIMES,3 ALMOST ALWAYS,2 OFTEN,2 OFTEN,2 OFTEN,2,2,1,3,2,2,2,14,Severe,Yes,JV/Thirds,Intramural,Junior Varsity,12-16 hours,4-8 hours,12-16 hours,often,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,No,,,Five,Six,Five,2,2,2,3.7-4.0,Extremely Happy,4 hours,fair,4/6/2013,,,,,nothing,motivated to do better,about the same,no pressure,extreme pressure,once a week,neutral,neutral,difficult,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,,Sports,,,,
Male,Freshman,Freshman,Freshman,Domestic,Asian,No,Boarding,once a month,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,2 OFTEN,1,3,1,1,0,1,2,9,Mild,Yes,JV/Thirds,Junior Varsity,Thirds,12-16 hours,8-12 hours,12-16 hours,often,sometimes,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,rarely,Yes,4-8 hours,rarely,rarely,Yes,4-8 hours,rarely,Six,Six,Six,1,1,1,3.3-3.5,Neutral,3 hours,neutral,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,less stress,extreme pressure,extreme pressure,once a day,difficult,neutral,difficult,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,Homework,Sports,,Club meetings,Meetings with teachers,
Male,Sophomore,Sophomore,Sophomore,Domestic,Other,No,Boarding,once a month,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,2 OFTEN,2 OFTEN,2,2,1,2,1,2,2,12,Moderate,Yes,JV/Thirds,Junior Varsity,,8-12 hours,8-12 hours,4-8 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,Not Applicable,Yes,less than 4 hours,often,rarely,Yes,less than 4 hours,rarely,Six,Six,Six,1,1,1,Under 3.0,Extremely Unhappy,3 hours,neutral,6 or more,,,,,nothing,motivated to do better,much more stress,extreme pressure,extreme pressure,A few times a day,very difficult,easy,neutral,6 to 8 hours,2 meals,Yes,No,,Homework,,,,,
Male,Sophomore,Sophomore,Sophomore,International,Other,No,Boarding,once a term,1 SOMETIMES,3 ALMOST ALWAYS,2 OFTEN,3 ALMOST ALWAYS,2 OFTEN,0 NEVER,2 OFTEN,1,3,2,3,2,0,2,13,Severe,Yes,JV/Thirds,Intramural,Varsity,8-12 hours,less than 4 hours,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,Yes,less than 4 hours,rarely,rarely,No,,,Five,Five,Five,1,1,1,3.5-3.7,Unhappy,3 hours,neutral,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,indifferent,more stress,some pressure,extreme pressure,a few times a week,very easy,difficult,difficult,4 to 6 hours,2 meals,Yes,Yes,No Lunch Block,Homework,,,Club meetings,,
Male,Freshman,Freshman,Freshman,Domestic,White,No,Boarding,once a month,0 NEVER,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,0,0,0,0,1,0,0,1,Normal,Yes,JV/Thirds,Junior Varsity,Varsity,8-12 hours,12-16 hours,more than 16 hours,none,never,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,1,1,1,3.5-3.7,Happy,5 hours,fair,Under 2,,,,,nothing,indifferent,much less stress,some pressure,extreme pressure,once a week,very easy,very easy,easy,8 to 10 hours,4 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a month,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,0,1,0,0,0,0,1,2,Normal,Yes,JV/Thirds,Intramural,Intramural,8-12 hours,4-8 hours,8-12 hours,none,never,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,Yes,4-8 hours,never,never,No,,,Six,Six,Five,4,4,4,3.7-4.0,Happy,4 hours,fair,4/6/2013,,,,,nothing,motivated to do better,about the same,no pressure,extreme pressure,almost never,very easy,very easy,easy,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Junior,Junior,Junior,Domestic,Black or African American,Yes,Boarding,once a term,0 NEVER,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,0,0,0,0,1,0,0,1,Normal,Yes,JV/Thirds,Varsity,Not Applicable,12-16 hours,more than 16 hours,Not Applicable,rarely,never,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Six,1,1,1,3.3-3.5,Happy,2 hours,neutral,Under 2,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,about the same,some pressure,extreme pressure,once a week,easy,very easy,neutral,8 to 10 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a month,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,3,1,1,3,1,1,1,11,Moderate,Yes,JV/Thirds,Intramural,Junior Varsity,8-12 hours,4-8 hours,more than 16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,Yes,less than 4 hours,rarely,rarely,Yes,less than 4 hours,rarely,Six,Five,Five,4,4,4,3.7-4.0,Neutral,4 hours,fair,4/6/2013,,,,,nothing,Sad,about the same,no pressure,extreme pressure,once a day,very easy,neutral,neutral,6 to 8 hours,2 meals,No,Yes,,Homework,Sports,,,,
Female,Freshman,Freshman,Freshman,International,Asian,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,1,1,1,1,0,0,1,5,Normal,Yes,JV/Thirds,Junior Varsity,Varsity,8-12 hours,12-16 hours,12-16 hours,rarely,sometimes,Yes,,,,,,,orchestra,,,,,,,music lessons,12-16 hours,consistently,always,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,2,2,2,3.5-3.7,Neutral,2 hours,neutral,2/4/2013,,regular tutoring/class,,regular practice tests,,happy for others,more stress,some pressure,extreme pressure,a few times a week,very easy,easy,neutral,6 to 8 hours,2 meals,Yes,No,No Lunch Block,,Sports,Arts commitment,,,
Female,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a month,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2,3,1,3,1,1,1,12,Moderate,Yes,JV/Thirds,Intramural,Varsity,12-16 hours,4-8 hours,more than 16 hours,rarely,always,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,Yes,less than 4 hours,rarely,Five,Six,Six,2,2,2,3.3-3.5,Unhappy,3 hours,fair,2/4/2013,cram the night before,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,Sad,much more stress,some pressure,extreme pressure,once a day,very easy,neutral,very difficult,6 to 8 hours,2 meals,No,Yes,No Lunch Block,,,,,,
Female,Sophomore,Sophomore,Sophomore,Domestic,White,Yes,Boarding,once a term,1 SOMETIMES,3 ALMOST ALWAYS,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,2 OFTEN,1,3,2,2,1,2,2,13,Severe,Yes,JV/Thirds,Intramural,Junior Varsity,8-12 hours,4-8 hours,8-12 hours,often,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,often,No,,,,No,,,Six,Six,Six,3,3,3,Under 3.0,Unhappy,5 hours,unfair,6 or more,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,Sad,more stress,extreme pressure,extreme pressure,A few times a day,neutral,difficult,neutral,6 to 8 hours,3 meals,Yes,Yes,,Homework,Sports,,Club meetings,Meetings with teachers,
Male,Freshman,Freshman,Freshman,Domestic,White,Yes,Day,,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2,2,1,2,1,1,2,11,Moderate,Yes,JV/Thirds,Intramural,Junior Varsity,12-16 hours,4-8 hours,more than 16 hours,rarely,sometimes,Yes,,,,,,,,,jazz band,wind ensemble,,,,music lessons,4-8 hours,rarely,never,Yes,less than 4 hours,rarely,Yes,less than 4 hours,rarely,never,Yes,less than 4 hours,rarely,Five,Six,Six,1,1,1,Above 4.0,Happy,less than 1 hour,fair,2/4/2013,,,,,nothing,motivated to do better,less stress,some pressure,extreme pressure,almost never,neutral,easy,neutral,4 to 6 hours,3 meals,Yes,Yes,,,,,,Meetings with teachers,
Female,Freshman,Freshman,Freshman,Domestic,Black or African American,Yes,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,2 OFTEN,0 NEVER,1 SOMETIMES,1,1,0,1,2,0,1,6,Normal,Yes,JV/Thirds,Not Applicable,Intramural,8-12 hours,Not Applicable,4-8 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,1,1,1,Under 3.0,Unhappy,3 hours,unfair,2/4/2013,,,,,nothing,motivated to do better,much more stress,some pressure,extreme pressure,a few times a week,difficult,neutral,very easy,6 to 8 hours,2 meals,Yes,No,,Homework,,,,,
Female,Sophomore,Sophomore,Freshman,Domestic,White,No,Day,,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,2,1,1,1,8,Mild,Yes,JV/Thirds,Intramural,Varsity,8-12 hours,4-8 hours,12-16 hours,rarely,always,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,2,1,1,3.5-3.7,Happy,4 hours,neutral,4/6/2013,,,,,nothing,happy for others,much more stress,extreme pressure,extreme pressure,a few times a week,very easy,neutral,neutral,4 to 6 hours,3 meals,Yes,Yes,No Lunch Block,Homework,Sports,,Club meetings,,
Male,Sophomore,Sophomore,Freshman,Domestic,White,Yes,Boarding,once a term,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,0,1,0,1,1,0,0,3,Normal,Yes,JV/Thirds,Thirds,Varsity,8-12 hours,4-8 hours,8-12 hours,rarely,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Six,Six,3,3,4,3.0-3.3,Unhappy,4 hours,neutral,4/6/2013,,,,,nothing,indifferent,about the same,some pressure,extreme pressure,a few times a week,neutral,neutral,neutral,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,,,,,,
Male,Freshman,Freshman,Freshman,Domestic,Other,No,Day,,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,1,0,0,1,1,0,0,3,Normal,Yes,JV/Thirds,Thirds,Intramural,8-12 hours,8-12 hours,8-12 hours,rarely,never,No,,,,,,,,,,,,,,,,,,No,,,Yes,less than 4 hours,never,never,No,,,Five,Five,Five,2,2,2,Above 4.0,Extremely Happy,3 hours,extremely fair,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,less stress,some pressure,extreme pressure,almost never,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,Homework,Sports,,,,
Female,Sophomore,Sophomore,Freshman,Domestic,Other,No,Day,,2 OFTEN,1 SOMETIMES,3 ALMOST ALWAYS,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,3 ALMOST ALWAYS,2,1,3,2,2,3,3,16,Severe,Yes,JV/Thirds,Intramural,Intramural,12-16 hours,Not Applicable,Not Applicable,consistently,always,No,,,,,,,,,,,,,,,,,,No,,,Yes,4-8 hours,consistently,consistently,No,,,Six,Six,Five,2,2,2,Above 4.0,Happy,more than 6 hours,fair,6 or more,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,Sad,more stress,extreme pressure,extreme pressure,once a day,neutral,easy,neutral,4 to 6 hours,3 meals,No,No,,Homework,,,,,
