"","X","State","Age","Female","RaceWhite","Edu","College4Degree","MaritalStatus","LivingSituation","NumFinDepChildren","FourMoreFinDepChild","Incomecat","Income150K","IncomeApprox","Military","SpouseEmployment","SpouseMilitary","Employment","MostKnowledgeable","KnowledgeableBin","FinSat","RiskTaking","SpendingIncome","NegativeSavingBin","PositiveSavingBin","HandMouth","FinDifficulty","DifficultyBin","EmergencyFund","KidsCollege","FiguredRetirement","DropIncome","ComeUp2K","ComeUp2KBin","BudgetTimePeriod","BudgetBin","CreditRecord","RetirementWorry","LongTermPlan","CheckingAcctBin","SavingAcctBin","CheckingOverdrawBin","UsePrepaidCard","EmployerRetire","OtherRetire","HaveAnyRetire","RetireLoan","RetireHardshipWithdraw","FinInv","LaborIncomeBin","BusinessIncomeBin","OwnHome","HomeDownPmt","RetireContribute","MortgageBin","EquityLoanBin","HomeUnderWater","LateMortgage","NumCreditCards","PaidCreditCardFull","CreditCardCarry","CreditCardMinPmt","CreditCardLatePenalty","CreditCardOverLimit","CreditCardCashAdv","AutoLoanBin","UnpaidMedical","StudentLoans","FederalStudentLoans","PrivateStudentLoans","StudentLoanFigurePmts","CompleteEdu","StudentLoanLate","StudentLoanConcern","StudentLoanDoOver","DebtCollect","TooMuchDebt","TooMuchDebtBin","GoodFinance","GoodFinanceBin","GoodMath","GoodMathBin","FinancialKnow","FinancialKnowBin","FinEdu","ParentFinEdu","AnyFinEdu","QuestionM6","QuestionM6Correct","QuestionM7","QuestionM7Correct","QuestionM8","QuestionM8Correct","QuestionM9","QuestionM9Correct","QuestionM10","QuestionM10Correct","QuestionM31","QuestionM31Correct","QuizScore"
"2256",10769,"SC","Age 25-34",0,1,"Some college with no degree",0,"Single","With Parnter/Spouse",1,0,"At least $25,000 but less than $35,000",0,30000,0,"Full-time",NA,"Full-time","Self",1,10,10,"Spending equal to income",0,0,1,"Not at all difficult",0,1,1,1,0,"Confidence yes",1,"Next few months",1,"Very good",7,7,1,1,0,"Sometimes",1,1,1,1,1,1,1,1,1,20,1,0,0,NA,NA,"2-3",0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,1,7,1,7,1,1,1,1,"Same",0,"Same",0,"Rise",0,"*True*",1,"True",0,"*At least 2 yrs and less than 5 yrs*",1,2
"1295",22854,"MT","Age 35-44",0,1,"Graduate degree",1,"Married","With Parnter/Spouse",2,0,"At least $100,000 but less than $150,000",0,125000,0,"Part-time",0,"Full-time","Self",1,5,6,"Spending equal to income",0,0,1,"Somewhat difficult",1,1,1,1,0,"Confidence yes",1,"Next few years",1,"Very good",4,6,1,1,0,"Never",1,1,1,0,0,1,1,0,1,20,1,1,0,0,"Never","2-3",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,5,1,6,1,7,1,5,1,0,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,3
"6401",15476,"MD","Age 55-64",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,0,NA,0,NA,"Self",1,10,1,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next few years",1,"Very good",1,7,1,1,0,"Never",1,0,1,0,0,1,0,0,1,NA,0,0,0,NA,NA,"4-8",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,7,1,NA,0,NA,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,4
"2366",16642,"MI","Age 55-64",1,1,"High school graduate or equivalent",0,"Divorced","With Roommates",1,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Not in Labor Force",NA,NA,3,3,"Spending equal to income",0,0,1,"Very difficult",1,0,0,0,0,"Confident no",0,"Next year",1,"Bad",7,4,1,0,1,"Never",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"1",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,0,6,1,1,0,4,0,NA,0,NA,"Less",0,"Don't know",0,"Don't know",0,"Don't know",0,"*False*",1,"Don't know",0,1
"3290",18521,"AR","Age 45-54",1,1,"Some college with no degree",0,"Single","Alone",0,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,"Full-time",NA,NA,1,8,"Spending less than income",0,1,0,"Somewhat difficult",1,1,NA,0,1,"Probably no",0,"Next few years",1,"Bad",7,5,0,0,NA,"Frequently",1,0,1,0,0,NA,1,0,0,NA,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,4,0,6,1,4,0,0,1,1,"*More*",1,"*Less*",1,"No relationship",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"5818",26989,"DE","Age 25-34",1,1,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",2,0,"At least $50,000 but less than $75,000",0,62500,0,"Full-time",0,"Full-time","Self and more",1,6,3,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,0,0,"Probably no",0,"Next 5-10 years",1,"Very good",4,5,1,1,0,"Sometimes",1,0,1,NA,NA,0,1,0,1,NA,NA,1,0,0,"Never","1",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,5,1,6,1,6,1,5,1,0,1,1,"*More*",1,"*Less*",1,"Stay same",0,"*True*",1,"*False*",1,"Don't know",0,4
"6567",3270,"WI","Age 45-54",0,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",0,"Full-time","Self",1,8,7,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,1,0,"Confidence yes",1,"Next 10+ years",1,"Very good",3,7,1,1,0,"Never",1,0,1,0,0,1,1,0,1,35,1,0,0,NA,NA,"4-8",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,1,7,1,6,1,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"6915",1616,"AR","Age 35-44",1,1,"Graduate degree",1,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",0,"Unemployed","Self and more",1,3,6,"Spending less than income",0,1,0,"Not at all difficult",0,0,NA,1,1,"Confidence yes",1,"Next year",1,"Very good",4,4,1,1,0,"Never",1,0,1,NA,NA,0,1,0,1,NA,NA,1,0,0,"Never","2-3",0,1,0,0,0,0,0,0,1,1,0,0,1,"Never",0,"Same actions",0,4,0,7,1,5,1,5,1,0,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,3
"9970",11720,"VT","Age 65+",0,1,"Graduate degree",1,"Divorced","With Parnter/Spouse",0,0,"$150,000 or more",1,150000,0,"Full-time",NA,NA,"Self",1,7,3,"Spending equal to income",0,0,1,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next 10+ years",1,"Very good",1,7,1,1,0,"Never",1,0,1,NA,NA,0,0,0,1,20,NA,1,1,0,"Never","2-3",1,0,0,0,0,0,1,0,1,1,0,0,NA,"Never",0,"Different actions",0,1,0,7,1,7,1,6,1,0,0,0,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"3070",1323,"LA","Age 25-34",1,1,"Some college with no degree",0,"Married","With Parnter/Spouse",1,0,"At least $50,000 but less than $75,000",0,62500,0,"Full-time",0,"Full-time","Self and more",1,5,3,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,0,0,"Probably yes",1,"Next year",1,"Very good",6,2,1,1,0,"Never",1,0,1,0,0,0,1,0,1,NA,1,1,0,0,"Never","1",0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,5,1,6,1,5,1,0,0,0,"Same",0,"Don't know",0,"Don't know",0,"False",0,"Don't Know",0,"At least 10 yrs",0,0
"8605",17005,"NY","Age 65+",0,1,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",0,0,"At least $50,000 but less than $75,000",0,62500,0,NA,0,NA,"Self and more",1,7,8,"Spending equal to income",0,0,1,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,NA,1,"Good",6,5,1,1,0,"Never",0,1,1,0,0,0,0,0,1,NA,0,0,0,NA,NA,"4-8",0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,5,1,7,1,7,1,7,1,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"2656",24248,"TX","Age 25-34",0,0,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",2,0,"At least $50,000 but less than $75,000",0,62500,0,"Full-time",0,"Full-time","Self",1,8,8,"Spending more than income",1,0,0,"Somewhat difficult",1,0,0,0,0,"Probably yes",1,"Next year",0,"Good",4,6,0,1,NA,"Sometimes",0,0,0,NA,NA,0,0,0,1,60,NA,0,0,NA,NA,"4-8",1,0,0,0,0,0,0,0,1,1,0,0,0,"Once",0,"Different actions",0,6,1,5,1,6,1,6,1,0,0,0,"Less",0,"*Less*",1,"Stay same",0,"False",0,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,3
"347",26198,"SC","Age 55-64",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",2,0,"At least $25,000 but less than $35,000",0,30000,0,"Full-time",1,"Not in Labor Force","Someone else",0,1,1,"Spending more than income",1,0,0,"Very difficult",1,0,0,0,NA,"Confident no",0,NA,0,"Very good",7,4,1,1,1,"Never",1,0,1,NA,NA,0,1,0,0,NA,0,NA,NA,NA,NA,"4-8",0,1,1,1,1,1,1,0,1,NA,NA,0,NA,NA,1,NA,1,7,1,7,1,7,1,7,1,1,0,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,4
"7179",21517,"OK","Age 45-54",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",4,1,"At least $35,000 but less than $50,000",0,42500,0,"Full-time",0,"Not in Labor Force","Self and more",1,6,5,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,0,0,NA,NA,"Next few months",1,"Good",7,6,1,1,1,"Never",1,0,1,0,0,0,1,0,1,0,1,1,0,0,"More than once","2-3",0,1,1,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,5,1,6,1,7,1,4,0,1,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"3788",18405,"OK","Age 55-64",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"Less than $15,000",0,7500,0,"Not in Labor Force",0,"Not in Labor Force",NA,NA,NA,1,"Spending equal to income",0,0,1,"Not at all difficult",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,0,0,"Never",1,0,1,NA,NA,0,0,0,1,NA,NA,0,0,NA,NA,"2-3",1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,7,1,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,3
"8890",10631,"MI","Age 35-44",0,1,"Some college with no degree",0,"Single","Alone",0,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,"Self employed",NA,NA,3,7,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,NA,1,0,"Probably no",0,"Next 5-10 years",0,"About Average",7,6,1,1,0,"Sometimes",0,0,0,NA,NA,0,1,0,1,NA,NA,0,0,NA,NA,"2-3",0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,4,0,4,0,5,1,0,1,1,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"140",8747,"WA","Age 35-44",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",2,0,"At least $25,000 but less than $35,000",0,30000,0,"Not in Labor Force",0,"Not in Labor Force","Someone else",0,1,1,NA,NA,NA,NA,"Very difficult",1,0,0,0,1,"Confident no",0,"Next few months",0,"Good",7,1,NA,NA,NA,"Never",0,0,0,NA,NA,0,1,0,1,NA,NA,1,NA,1,"Never",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,4,0,4,0,4,0,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"Don't know",0,"Don't Know",0,"Don't know",0,2
"2398",26694,"DC","Age 45-54",0,0,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $25,000 but less than $35,000",0,30000,1,"Full-time",0,"Not in Labor Force","Self",1,2,2,NA,NA,NA,NA,"Somewhat difficult",1,0,NA,0,0,"Confident no",0,"Next few years",0,"Bad",6,3,1,1,0,"Frequently",1,NA,1,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,5,1,4,0,0,1,1,"*More*",1,"*Less*",1,"No relationship",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,3
"6621",5231,"WA","Age 45-54",1,0,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $100,000 but less than $150,000",0,125000,0,"Part-time",0,"Part-time","Someone else",0,5,6,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,0,1,"Confidence yes",1,"Next few years",0,"Very good",3,6,1,1,0,"Never",1,0,1,NA,NA,1,1,1,1,30,NA,1,0,1,"Never","2-3",1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,4,0,3,0,5,1,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,5
"2418",22633,"MN","Age 45-54",1,1,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",2,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",0,"Part-time","Self and more",1,8,3,"Spending less than income",0,1,0,"Not at all difficult",0,1,1,1,0,"Probably yes",1,"Next year",0,"Very good",5,6,1,1,0,"Never",1,1,1,0,0,1,1,0,1,NA,1,1,NA,NA,"Never","2-3",0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,0,6,1,6,1,5,1,NA,1,1,"*More*",1,"More",0,"Don't know",0,"*True*",1,"*False*",1,"Don't know",0,3
"59",23364,"RI","Age 55-64",0,1,"Some college with no degree",0,"Single","Alone",0,0,"At least $15,000 but less than $25,000",0,20000,1,NA,NA,NA,NA,NA,3,4,"Spending more than income",1,0,0,"Somewhat difficult",1,NA,NA,NA,1,"Probably yes",1,"Next year",0,"About Average",6,3,1,1,0,"Never",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,4,0,6,1,6,1,4,0,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"4288",22630,"OK","Age 35-44",1,1,"Some college with no degree",0,"Married","With Parnter/Spouse",1,0,"At least $100,000 but less than $150,000",0,125000,0,NA,0,"Part-time","Self and more",1,4,4,"Spending more than income",1,0,0,"Not at all difficult",0,1,1,1,1,"Confidence yes",1,"Next 10+ years",1,"Very good",7,7,1,1,0,"Never",1,0,1,NA,NA,1,1,0,1,NA,NA,0,0,NA,NA,"2-3",1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,7,1,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"Less than 2 yrs",0,5
"6269",17156,"WI","Age 55-64",1,1,"High school graduate or equivalent",0,"Divorced","Alone",0,0,"Less than $15,000",0,7500,0,NA,NA,NA,NA,NA,8,3,"Spending less than income",0,1,0,"Somewhat difficult",1,1,NA,NA,0,"Probably yes",1,"Next few months",1,"Bad",5,3,1,0,0,"Never",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"2-3",0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,1,7,1,6,1,1,1,1,"Less",0,"*Less*",1,"No relationship",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,2
"7520",18384,"IA","Age 55-64",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",1,0,"At least $50,000 but less than $75,000",0,62500,0,"Full-time",0,"Full-time","Self",1,1,5,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,1,0,"Probably yes",1,"Next few months",0,"Bad",7,4,1,1,1,"Never",1,0,1,1,0,0,1,0,1,NA,1,0,0,NA,NA,"2-3",0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,3,0,5,1,5,1,0,0,0,"Same",0,"Same",0,"Rise",0,"*True*",1,"True",0,"*At least 2 yrs and less than 5 yrs*",1,2
"8905",7991,"WA","Age 55-64",0,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",0,"Full-time","Someone else",0,6,8,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,1,0,"Confidence yes",1,"Next 10+ years",1,"Very good",4,7,1,1,0,"Never",1,1,1,0,0,1,1,0,1,20,0,1,0,0,"Never","2-3",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,5,1,3,0,4,0,0,0,0,"*More*",1,"Same",0,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,2
"8802",13258,"LA","Age 25-34",1,0,"Graduate degree",1,"Married","With Parnter/Spouse",1,0,"At least $50,000 but less than $75,000",0,62500,0,"Full-time",0,"Not in Labor Force","Self",1,6,5,"Spending less than income",0,1,0,"Not at all difficult",0,1,1,0,0,"Confidence yes",1,"Next year",1,"Good",5,6,1,1,0,"Never",1,0,1,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"2-3",0,1,1,0,0,0,0,1,1,1,0,0,1,NA,0,"Different actions",0,7,1,6,1,6,1,4,0,1,0,1,"*More*",1,"Don't know",0,"Don't know",0,"Don't know",0,"Don't Know",0,"Don't know",0,1
"6016",26412,"OK","Age 55-64",1,0,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",4,1,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",1,"Not in Labor Force","Self and more",1,7,1,"Spending less than income",0,1,0,"Not at all difficult",0,1,1,1,NA,"Confidence yes",1,"Next few months",1,"Very good",4,7,1,1,0,"Never",1,1,1,0,0,1,NA,NA,1,20,1,1,0,0,"Never","1",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,6,1,7,1,0,1,1,NA,NA,NA,NA,NA,NA,"*True*",1,"Don't Know",0,"Don't know",0,NA
"9350",12680,"NM","Age 25-34",1,1,"Some college with no degree",0,"Separated","Alone",4,1,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Not in Labor Force",NA,NA,3,NA,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,0,0,"Confident no",0,"Next few months",1,"Good",7,3,1,1,0,"Never",0,0,0,NA,NA,0,1,1,1,NA,NA,1,0,NA,"Once","0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,5,1,4,0,4,0,0,0,0,"*More*",1,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,2
"113",12009,"WY","Age 55-64",1,1,"Some college with no degree",0,"Divorced","With Roommates",0,0,"Less than $15,000",0,7500,0,NA,NA,NA,NA,NA,3,5,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,NA,NA,0,"Probably yes",1,"Next year",1,"About Average",4,4,0,1,NA,"Sometimes",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,0,5,1,7,1,2,0,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"Don't know",0,5
"9707",8951,"NY","Age 45-54",1,0,"Some college with no degree",0,"Single","Alone",1,0,"At least $35,000 but less than $50,000",0,42500,0,NA,NA,"Full-time",NA,NA,2,3,"Spending less than income",0,1,0,"Somewhat difficult",1,0,0,0,0,"Probably no",0,"Next few years",0,"About Average",1,6,1,1,0,"Never",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"4-8",0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,5,1,6,1,5,1,3,0,0,0,0,"Same",0,"Same",0,"Rise",0,"*True*",1,"*False*",1,"Don't know",0,2
"1277",18588,"AK","Age 65+",1,1,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",1,NA,"Self and more",1,1,3,"Spending more than income",1,0,0,"Somewhat difficult",1,0,NA,NA,1,"Probably yes",1,"Next 5-10 years",0,"Very good",1,1,1,1,0,"Sometimes",1,0,1,NA,NA,1,1,0,1,NA,NA,0,0,NA,NA,"4-8",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,7,1,7,1,7,1,0,0,0,"Less",0,"Don't know",0,"Stay same",0,"False",0,"Don't Know",0,NA,NA,NA
"7755",8897,"HI","Age 55-64",1,0,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,0,NA,1,NA,"Self",1,8,7,"Spending more than income",1,0,0,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next 10+ years",1,"Very good",7,7,1,1,0,"Never",1,1,1,0,0,1,0,0,1,NA,0,0,1,0,NA,"4-8",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,7,1,6,1,6,1,1,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"At least 10 yrs",0,5
"3439",4284,"AZ","Age 55-64",0,1,"Some college with no degree",0,"Single","With Roommates",0,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,"Self employed",NA,NA,4,7,"Spending less than income",0,1,0,"Not at all difficult",0,0,NA,NA,1,"Confident no",0,"Next few months",1,"About Average",6,5,1,1,0,"Sometimes",1,0,1,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,0,6,1,5,1,5,1,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"3873",13642,"MD","Age 55-64",0,0,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",3,0,"At least $35,000 but less than $50,000",0,42500,0,"Full-time",0,"Full-time","Self",1,5,5,"Spending more than income",1,0,0,"Somewhat difficult",1,NA,0,NA,1,"Probably yes",1,"Next few years",NA,"Very good",4,4,1,1,0,"Never",0,1,1,1,1,0,0,0,1,5,0,1,1,0,"Once","4-8",0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,5,1,0,0,0,"*More*",1,"Same",0,"Don't know",0,"*True*",1,"*False*",1,"At least 10 yrs",0,3
"2519",18720,"MS","Age 55-64",0,1,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $35,000 but less than $50,000",0,42500,1,"Not in Labor Force",0,NA,"Self",1,1,6,"Spending less than income",0,1,0,"Somewhat difficult",1,0,NA,NA,0,"Confidence yes",1,"Next year",1,"Good",4,3,1,1,0,"Never",1,0,1,NA,NA,0,0,0,1,NA,NA,1,1,0,"Never","2-3",0,1,1,0,0,0,0,0,1,1,0,1,NA,"Never",0,"Different actions",0,7,1,6,1,7,1,4,0,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"Don't Know",0,"At least 10 yrs",0,4
"7633",18358,"TN","Age 35-44",1,1,"Some college with no degree",0,"Married","With Parnter/Spouse",2,0,"At least $35,000 but less than $50,000",0,42500,0,"Full-time",0,"Not in Labor Force","Self and more",1,7,6,"Spending less than income",0,1,0,"Not at all difficult",0,1,0,0,0,"Confidence yes",1,"Next few years",0,"About Average",3,5,1,0,0,"Sometimes",1,0,1,NA,NA,0,1,0,1,NA,NA,0,1,0,NA,"1",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,7,1,0,0,0,"*More*",1,"*Less*",1,"No relationship",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"4849",10669,"TX","Age 65+",1,1,"Some college with no degree",0,"Divorced","Alone",0,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,NA,NA,NA,9,1,"Spending less than income",0,1,0,"Not at all difficult",0,0,NA,NA,0,"Confidence yes",1,"Next few years",1,"Good",4,4,1,1,0,"Never",1,1,1,0,0,0,0,0,1,50,0,0,0,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,5,1,NA,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"7822",10212,"NJ","Age 25-34",0,0,"Associate's or other two year degree",0,"Single","With Roommates",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Unemployed",NA,NA,5,7,"Spending less than income",0,1,0,"Somewhat difficult",1,1,NA,NA,0,"Probably yes",1,"Next few years",1,"Good",4,6,1,0,0,"Never",0,0,0,NA,NA,0,1,0,1,NA,NA,1,0,0,"Never","4-8",0,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,6,1,7,1,5,1,0,1,1,"Same",0,"Don't know",0,"*Fall*",1,"Don't know",0,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,2
"8503",3932,"SC","Age 65+",1,1,"Baccalaureate degree",1,"Widowed","With Roommates",1,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,2,5,"Spending more than income",1,0,0,"Very difficult",1,0,0,1,0,"Confident no",0,"Next few years",1,"Very good",7,6,1,1,0,"Never",0,0,0,NA,NA,0,0,0,1,100,NA,0,0,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,6,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"False",0,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,3
"3825",3323,"CO","Age 55-64",0,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",0,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",0,"Full-time","Self",1,2,8,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,1,0,"Confidence yes",1,"Next 5-10 years",0,"Good",7,2,1,0,0,"Never",1,1,1,0,0,1,1,0,1,5,1,1,0,0,"Never","2-3",0,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,6,1,7,1,6,1,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
